ma_hoc_sinh,so_thich,ky_nang
SV0733,"đạp xe buổi chiều, xem phân tích case startup, viết content cho mạng xã hội, vẽ tranh tay, viết nhật ký phát triển bản thân","tự động hóa quy trình bằng điều khiển thông minh, quản lý đơn hàng, tạo báo cáo với Power BI, chạy quảng cáo cơ bản, phát hiện lỗ hổng OWASP"
SV0734,"viết nhật ký phát triển bản thân, tìm hiểu Blockchain, xem phim, nghe lo-fi khi code, vọc Python","phát hiện lỗ hổng OWASP, phân tích dữ liệu định lượng, thiết kế UI/UX cho website, quản lý quỹ đầu tư, phân tích hình ảnh và video trong truyền thông số"
SV0735,"chụp ảnh sản phẩm, thiết kế CV cá nhân đẹp, tự học SQL, trồng cây mini trong phòng, chạy bộ Strava","quản lý đổi mới sáng tạo trong doanh nghiệp, viết báo cáo, phân tích rủi ro tài chính, xây dựng hệ thống an toàn thông tin doanh nghiệp, tạo báo cáo với Power BI"
SV0736,"tìm hiểu Blockchain, xem phim sci-fi, đạp xe buổi chiều, tham gia workshop chuyên ngành, xây web cá nhân","quản lý mật khẩu an toàn, phân tích rủi ro tài chính, vận hành hệ thống thương mại điện tử, quản lý thời gian, vẽ biểu đồ với Matplotlib"
SV0737,"trồng cây mini trong phòng, xem livestream hackathon, chơi nhạc cụ, thiền và yoga, nghe nhạc indie","hiểu mô hình ERP, tạo dashboard KPI, làm việc nhóm, phân tích rủi ro tài chính, phân tích hành vi du lịch và giải trí"
SV0738,"làm portfolio online, trồng cây mini trong phòng, tìm hiểu Blockchain, đạp xe buổi chiều, xem video TEDx","xử lý dữ liệu với Pandas, quản lý thời gian, phát hiện lỗ hổng OWASP, phân tích luật kinh tế và kinh doanh quốc tế, vận hành hệ thống thương mại điện tử"
SV0739,"du lịch, xem phim, làm portfolio online, làm đồ handmade, chia sẻ kiến thức trên LinkedIn","tạo báo cáo với Power BI, giao tiếp hiệu quả, phân tích log hệ thống, vẽ quy trình BPMN, quản lý quỹ đầu tư"
SV0740,"học nhảy trên YouTube, xem phim sci-fi, viết nhật ký phát triển bản thân, chạy thử chatbot, xây web cá nhân","quản lý dự án sáng tạo, phân tích hình ảnh và video trong truyền thông số, xây dựng mô hình ML cơ bản, viết nội dung marketing, phân tích hành vi du lịch và giải trí"
SV0741,"du lịch, nấu ăn healthy, vọc Python, chạy thử chatbot, xem phim sci-fi","định giá tài sản, hiểu mô hình ERP, chạy quảng cáo cơ bản, thiết kế truyền thông đa phương tiện, vẽ biểu đồ với Matplotlib"
SV0742,"làm portfolio online, viết content cho mạng xã hội, nghe lo-fi khi code, chạy thử chatbot, tham gia workshop chuyên ngành","vận hành hệ thống thương mại điện tử, phân tích dữ liệu cho kinh doanh, quản lý gian hàng online, xây dựng hệ thống hỗ trợ ra quyết định, thực hành CTF cơ bản"
SV0743,"tập vẽ tay, vẽ giao diện app, vọc Python, tập gym, chơi game","vận hành hệ thống thương mại điện tử, phân tích nghiệp vụ, phân tích hình ảnh và video trong truyền thông số, vẽ quy trình BPMN, quản lý dự án sáng tạo"
SV0744,"xem phim, thể thao, chia sẻ kiến thức trên LinkedIn, lập kế hoạch học tập, vẽ giao diện app","xử lý dữ liệu với Pandas, kiến trúc đô thị thông minh, tích hợp tài chính công nghệ (FinTech), quản trị nông nghiệp và bền vững, tạo báo cáo với Power BI"
SV0745,"vẽ tranh, tập vẽ tay, viết blog công nghệ, thử dựng infographic, chơi Rubik","mã hóa dữ liệu cơ bản, vẽ biểu đồ với Matplotlib, tự động hóa quy trình bằng điều khiển thông minh, phân tích nghiệp vụ, chạy quảng cáo cơ bản"
SV0746,"chơi Rubik, thiền và yoga, nấu ăn, viết báo cáo kỹ thuật, xây web cá nhân","tự động hóa quy trình bằng điều khiển thông minh, định giá tài sản, quản lý gian hàng online, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích log hệ thống"
SV0747,"viết content cho mạng xã hội, xem phim, xem livestream hackathon, vẽ tranh tay, chia sẻ kiến thức trên LinkedIn","quản lý gian hàng online, thiết kế trải nghiệm sự kiện, quản trị nông nghiệp và bền vững, xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích log hệ thống"
SV0748,"tập gym, chơi Rubik, nấu ăn, du lịch, làm portfolio online","giao tiếp hiệu quả, phân tích hành vi người dùng, hiểu mô hình ERP, mã hóa dữ liệu cơ bản, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0749,"nghe nhạc indie, chạy bộ Strava, du lịch, vọc Python, xem video phân tích dữ liệu","kiểm thử bảo mật, thực hành CTF cơ bản, lập trình Java, tự động hóa quy trình bằng điều khiển thông minh, quản lý đơn hàng"
SV0750,"nấu ăn, luyện kỹ năng phản biện, thiết kế poster, đọc sách, viết truyện ngắn","tạo báo cáo với Power BI, phân tích dữ liệu cho kinh doanh, vận hành hệ thống thương mại điện tử, phân tích log hệ thống, viết tài liệu SRS"
SV0751,"đọc sách self-help, thiền và yoga, chạy bộ Strava, đạp xe buổi chiều, chơi nhạc cụ","quản trị nông nghiệp và bền vững, trình bày báo cáo, triển khai ứng dụng web, phân tích hành vi người dùng, mã hóa dữ liệu cơ bản"
SV0752,"viết blog cá nhân, vẽ tranh, quay Tiktok chia sẻ kiến thức, đọc sách self-help, chơi game","lập trình Python, xây dựng hệ thống an toàn thông tin doanh nghiệp, viết truy vấn SQL, phân tích log hệ thống, phân tích rủi ro tài chính"
SV0753,"học nhảy trên YouTube, xem vlog du học ngành IT, cắm trại, du lịch, follow các dev trên YouTube","quản lý mật khẩu an toàn, quản trị nhân lực hiện đại, chạy quảng cáo cơ bản, lập kế hoạch thuế và khai thuế, phân tích hình ảnh và video trong truyền thông số"
SV0754,"viết blog công nghệ, thiết kế CV cá nhân đẹp, học ngoại ngữ mới, lập kế hoạch học tập, vọc Python","viết truy vấn SQL, viết báo cáo, hiểu cấu trúc dữ liệu & giải thuật, kiểm thử bảo mật, ứng dụng hệ thống CRM"
SV0755,"chia sẻ kiến thức trên LinkedIn, thử các quán cà phê mới, lập kế hoạch học tập, chạy thử chatbot, nghe nhạc indie","viết nội dung marketing, hiểu cấu trúc dữ liệu & giải thuật, thiết kế trải nghiệm sự kiện, tạo báo cáo với Power BI, quản trị nông nghiệp và bền vững"
SV0756,"xem phim sci-fi, chạy thử chatbot, xem video TEDx, vẽ giao diện app, tập vẽ tay","quản trị nông nghiệp và bền vững, vẽ quy trình BPMN, tạo báo cáo với Power BI, thiết kế trải nghiệm sự kiện, giao dịch chứng khoán"
SV0757,"chia sẻ kiến thức trên LinkedIn, học nhảy trên YouTube, tự học SQL, vẽ tranh tay, xem livestream hackathon","tạo báo cáo với Power BI, lập trình Java, quản lý đơn hàng, phân tích hình ảnh và video trong truyền thông số, hiểu mô hình ERP"
SV0758,"làm portfolio online, nghe podcast UX/UI, chụp ảnh sản phẩm, đạp xe buổi chiều, trồng cây mini trong phòng","mã hóa dữ liệu cơ bản, triển khai ứng dụng web, tự động hóa quy trình bằng điều khiển thông minh, phân tích luật kinh tế và kinh doanh quốc tế, kiểm thử bảo mật"
SV0759,"viết báo cáo kỹ thuật, chơi nhạc cụ, vẽ tranh, âm nhạc, thử dựng infographic","xây dựng mô hình học máy nâng cao, xây dựng hệ thống hỗ trợ ra quyết định, viết nội dung marketing, tích hợp tài chính công nghệ (FinTech), tư duy phản biện"
SV0760,"theo dõi các trang TechCrunch, Hacker News, thử các quán cà phê mới, chạy bộ Strava, tìm hiểu AI, tự học SQL","xây dựng mô hình ML cơ bản, định giá tài sản, phân tích dữ liệu cho kinh doanh, viết báo cáo, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0761,"xem video phân tích dữ liệu, thiền và yoga, nấu ăn, chạy bộ Strava, sưu tầm đồ công nghệ","thiết kế UI/UX cho website, quản lý gian hàng online, phân tích hành vi người dùng, quản lý đổi mới sáng tạo trong doanh nghiệp, quản trị nông nghiệp và bền vững"
SV0762,"chơi game giải đố, vẽ digital art, làm video dạng slide ngắn, viết blog cá nhân, vẽ giao diện app","tạo dashboard KPI, phân tích rủi ro tài chính, viết báo cáo, xây dựng hệ thống hỗ trợ ra quyết định, quản trị hệ thống Linux"
SV0763,"học ngoại ngữ mới, viết content cho mạng xã hội, viết truyện ngắn, sưu tầm đồ công nghệ, tập vẽ tay","mã hóa dữ liệu cơ bản, lập trình Python, quản lý mật khẩu an toàn, giao dịch chứng khoán, xử lý dữ liệu với Pandas"
SV0764,"nấu ăn, nghe nhạc indie, xem phân tích case startup, chia sẻ kiến thức trên LinkedIn, chơi Rubik","triển khai ứng dụng web, phân tích log hệ thống, giao dịch chứng khoán, viết tài liệu SRS, phân tích dữ liệu cho kinh doanh"
SV0765,"tập gym, làm portfolio online, nghe nhạc indie, theo dõi các trang TechCrunch, Hacker News, tìm hiểu Blockchain","xây dựng hệ thống an toàn thông tin doanh nghiệp, thực hành CTF cơ bản, lập kế hoạch thuế và khai thuế, viết nội dung marketing, trình bày báo cáo"
SV0766,"follow fashion tech trends, thử dựng infographic, tìm hiểu AI, chạy bộ Strava, trồng cây mini trong phòng","quản lý mật khẩu an toàn, lập trình Python, định giá tài sản, thực hành CTF cơ bản, phân tích nghiệp vụ"
SV0767,"học nhảy trên YouTube, vẽ tranh, chơi nhạc cụ, chạy thử chatbot, nấu ăn","phát hiện lỗ hổng OWASP, phân tích log hệ thống, quản lý dự án sáng tạo, viết truy vấn SQL, hiểu cấu trúc dữ liệu & giải thuật"
SV0768,"tìm hiểu Blockchain, theo dõi các trang TechCrunch, Hacker News, học nhảy trên YouTube, thử dựng infographic, tham gia workshop chuyên ngành","viết báo cáo, phân tích hành vi du lịch và giải trí, quản lý gian hàng online, phân tích rủi ro tài chính, trình bày báo cáo"
SV0769,"vẽ giao diện app, học nhảy trên YouTube, tìm hiểu AI, du lịch, xem phim","xây dựng mô hình học máy nâng cao, viết tài liệu SRS, làm việc với Git, phát hiện lỗ hổng OWASP, tự động hóa quy trình bằng điều khiển thông minh"
SV0770,"nấu ăn, vẽ digital art, viết blog công nghệ, học nhảy trên YouTube, thiền và yoga","làm việc nhóm, quản trị nông nghiệp và bền vững, lập kế hoạch thuế và khai thuế, kiểm thử bảo mật, phân tích luật kinh tế và kinh doanh quốc tế"
SV0771,"thể thao, sưu tầm đồ công nghệ, tham gia workshop chuyên ngành, chơi game mô phỏng (SimCity, Factorio...), viết blog cá nhân","kiểm toán nội bộ và bên ngoài, lập kế hoạch thuế và khai thuế, quản trị hệ thống Linux, thiết kế truyền thông đa phương tiện, phân tích hình ảnh và video trong truyền thông số"
SV0772,"lập kế hoạch học tập, trồng cây mini trong phòng, tập vẽ tay, xem video TEDx, viết blog công nghệ","trình bày báo cáo, tư duy phản biện, viết tài liệu SRS, lập kế hoạch thuế và khai thuế, xây dựng mô hình học máy nâng cao"
SV0773,"quay Tiktok chia sẻ kiến thức, sưu tầm đồ công nghệ, làm video dạng slide ngắn, học ngoại ngữ mới, viết nhật ký phát triển bản thân","phân tích dữ liệu cho kinh doanh, phân tích hành vi du lịch và giải trí, lập trình Python, thiết kế truyền thông đa phương tiện, viết nội dung marketing"
SV0774,"luyện kỹ năng phản biện, vẽ giao diện app, chạy thử chatbot, thể thao, âm nhạc","phân tích dữ liệu cho kinh doanh, thiết kế truyền thông đa phương tiện, quản lý quỹ đầu tư, quản trị nông nghiệp và bền vững, giao dịch chứng khoán"
SV0775,"trồng cây mini trong phòng, xem video TEDx, tập vẽ tay, theo dõi các trang TechCrunch, Hacker News, đọc sách self-help","tích hợp tài chính công nghệ (FinTech), quản trị hệ thống Linux, tự động hóa quy trình bằng điều khiển thông minh, phân tích dữ liệu định lượng, giao dịch chứng khoán"
SV0776,"thử các quán cà phê mới, lập kế hoạch học tập, xem phim, học nhảy trên YouTube, thiết kế CV cá nhân đẹp","hiểu mô hình ERP, xây dựng mô hình học máy nâng cao, lập kế hoạch thuế và khai thuế, phân tích hành vi du lịch và giải trí, kiến trúc đô thị thông minh"
SV0777,"chụp ảnh sản phẩm, xem livestream hackathon, quay Tiktok chia sẻ kiến thức, nghe lo-fi khi code, chạy thử chatbot","quản lý đổi mới sáng tạo trong doanh nghiệp, xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích log hệ thống, giao tiếp hiệu quả, kế toán tài chính doanh nghiệp"
SV0778,"nghe lo-fi khi code, viết blog công nghệ, lập kế hoạch học tập, tìm hiểu AI, cắm trại","tự động hóa quy trình bằng điều khiển thông minh, phân tích hành vi người dùng, phân tích hành vi du lịch và giải trí, thiết kế UI/UX cho website, hiểu mô hình ERP"
SV0779,"xem livestream hackathon, cắm trại, âm nhạc, chơi game, vẽ digital art","thiết kế trải nghiệm sự kiện, viết báo cáo, lập kế hoạch thuế và khai thuế, quản lý quỹ đầu tư, phân tích log hệ thống"
SV0780,"vẽ tranh, làm đồ handmade, xem phim sci-fi, học nhảy trên YouTube, quay Tiktok chia sẻ kiến thức","phân tích rủi ro tài chính, xử lý dữ liệu với Pandas, lập kế hoạch thuế và khai thuế, quản lý quỹ đầu tư, quản lý thời gian"
SV0781,"nghe lo-fi khi code, tham gia workshop chuyên ngành, cắm trại, thiết kế CV cá nhân đẹp, nghe nhạc indie","vẽ quy trình BPMN, kế toán tài chính doanh nghiệp, quản lý đổi mới sáng tạo trong doanh nghiệp, xây dựng mô hình học máy nâng cao, phân tích hành vi du lịch và giải trí"
SV0782,"học ngoại ngữ mới, thiền và yoga, nghe podcast UX/UI, xem video phân tích dữ liệu, nghe nhạc indie","phân tích nghiệp vụ, quản lý logistics và chuỗi cung ứng, triển khai ứng dụng web, kiểm toán nội bộ và bên ngoài, giao dịch chứng khoán"
SV0783,"vẽ tranh tay, vẽ tranh, xem livestream hackathon, trồng cây mini trong phòng, quay Tiktok chia sẻ kiến thức","giao dịch chứng khoán, phân tích luật kinh tế và kinh doanh quốc tế, quản lý dự án sáng tạo, kiến trúc đô thị thông minh, viết báo cáo"
SV0784,"cắm trại, chơi Rubik, làm video dạng slide ngắn, sưu tầm đồ công nghệ, tìm hiểu AI","thiết kế truyền thông đa phương tiện, quản lý thời gian, thiết kế trải nghiệm sự kiện, quản trị nông nghiệp và bền vững, làm việc nhóm"
SV0785,"chơi nhạc cụ, xem phim sci-fi, theo dõi các trang TechCrunch, Hacker News, chạy bộ Strava, viết báo cáo kỹ thuật","vẽ biểu đồ với Matplotlib, tích hợp tài chính công nghệ (FinTech), tự động hóa quy trình bằng điều khiển thông minh, quản lý mật khẩu an toàn, lập kế hoạch thuế và khai thuế"
SV0786,"lập kế hoạch học tập, vọc Python, viết blog công nghệ, luyện kỹ năng phản biện, chơi game giải đố","trình bày báo cáo, định giá tài sản, kiểm thử bảo mật, vẽ biểu đồ với Matplotlib, tích hợp tài chính công nghệ (FinTech)"
SV0787,"viết content cho mạng xã hội, follow các dev trên YouTube, viết báo cáo kỹ thuật, làm đồ handmade, chơi nhạc cụ","viết nội dung marketing, quản lý đơn hàng, vẽ quy trình BPMN, vận hành hệ thống thương mại điện tử, phân tích rủi ro tài chính"
SV0788,"chia sẻ kiến thức trên LinkedIn, chụp ảnh sản phẩm, thiền và yoga, nấu ăn, tập gym","phân tích hành vi người dùng, làm việc nhóm, phân tích dữ liệu định lượng, lập kế hoạch thuế và khai thuế, định giá tài sản"
SV0789,"xem video TEDx, xem vlog du học ngành IT, chạy thử chatbot, tập vẽ tay, đọc sách self-help","phân tích hình ảnh và video trong truyền thông số, lập trình Java, kiểm thử bảo mật, thiết kế UI/UX cho website, viết nội dung marketing"
SV0790,"viết báo cáo kỹ thuật, luyện kỹ năng phản biện, cắm trại, nghe podcast UX/UI, thử dựng infographic","phân tích log hệ thống, phát hiện lỗ hổng OWASP, giao dịch chứng khoán, quản lý đổi mới sáng tạo trong doanh nghiệp, phân tích hành vi người dùng"
SV0791,"chơi game, âm nhạc, làm đồ handmade, viết blog cá nhân, chơi nhạc cụ","tạo dashboard KPI, trình bày báo cáo, quản lý logistics và chuỗi cung ứng, hiểu mô hình ERP, vẽ biểu đồ với Matplotlib"
SV0792,"chơi game mô phỏng (SimCity, Factorio...), chơi game, thử các quán cà phê mới, đọc sách self-help, follow fashion tech trends","phát hiện lỗ hổng OWASP, phân tích hành vi người dùng, phân tích nghiệp vụ, viết nội dung marketing, xây dựng hệ thống hỗ trợ ra quyết định"
SV0793,"chạy bộ Strava, sưu tầm đồ công nghệ, follow các dev trên YouTube, tập vẽ tay, theo dõi các trang TechCrunch, Hacker News","xây dựng hệ thống an toàn thông tin doanh nghiệp, quản lý logistics và chuỗi cung ứng, phân tích rủi ro tài chính, kế toán tài chính doanh nghiệp, kiểm toán nội bộ và bên ngoài"
SV0794,"viết báo cáo kỹ thuật, nghe nhạc indie, tìm hiểu Blockchain, tham gia workshop chuyên ngành, vẽ tranh tay","viết báo cáo, quản lý mật khẩu an toàn, vận hành hệ thống thương mại điện tử, viết tài liệu SRS, làm việc với Git"
SV0795,"follow các dev trên YouTube, học kỹ năng nói trước đám đông, xem video TEDx, thử dựng infographic, học ngoại ngữ mới","làm việc nhóm, hiểu cấu trúc dữ liệu & giải thuật, quản lý gian hàng online, phân tích hình ảnh và video trong truyền thông số, phân tích dữ liệu định lượng"
SV0796,"tham gia workshop chuyên ngành, follow fashion tech trends, chia sẻ kiến thức trên LinkedIn, làm đồ handmade, chạy thử chatbot","ứng dụng hệ thống CRM, phân tích rủi ro tài chính, lập kế hoạch thuế và khai thuế, quản trị nhân lực hiện đại, viết truy vấn SQL"
SV0797,"xem livestream hackathon, sưu tầm đồ công nghệ, thử dựng infographic, follow các dev trên YouTube, làm portfolio online","quản lý gian hàng online, quản lý dự án sáng tạo, viết tài liệu SRS, quản trị nhân lực hiện đại, triển khai ứng dụng web"
SV0798,"trồng cây mini trong phòng, chạy bộ Strava, sưu tầm đồ công nghệ, đạp xe buổi chiều, làm video dạng slide ngắn","lập trình Java, giao tiếp hiệu quả, viết báo cáo, giao dịch chứng khoán, vẽ biểu đồ với Matplotlib"
SV0799,"nghe podcast UX/UI, xây web cá nhân, theo dõi các trang TechCrunch, Hacker News, thử các quán cà phê mới, nấu ăn","thiết kế truyền thông đa phương tiện, kiểm thử bảo mật, tự động hóa quy trình bằng điều khiển thông minh, triển khai ứng dụng web, làm việc với Git"
SV0800,"tìm hiểu AI, chơi Rubik, luyện kỹ năng phản biện, xem livestream hackathon, âm nhạc","phân tích luật kinh tế và kinh doanh quốc tế, xây dựng hệ thống hỗ trợ ra quyết định, lập kế hoạch thuế và khai thuế, phân tích hành vi người dùng, định giá tài sản"
SV0801,"tìm hiểu Blockchain, tập vẽ tay, tìm hiểu AI, xây web cá nhân, chơi Rubik","quản lý quỹ đầu tư, phân tích dữ liệu định lượng, tư duy phản biện, ứng dụng hệ thống CRM, tự động hóa quy trình bằng điều khiển thông minh"
SV0802,"sưu tầm đồ công nghệ, chơi Rubik, xem livestream hackathon, chạy thử chatbot, follow các dev trên YouTube","phân tích hành vi du lịch và giải trí, vận hành hệ thống thương mại điện tử, phát hiện lỗ hổng OWASP, phân tích rủi ro tài chính, phân tích luật kinh tế và kinh doanh quốc tế"
SV0803,"chụp ảnh sản phẩm, tự học SQL, vẽ digital art, làm đồ handmade, thể thao","hiểu cấu trúc dữ liệu & giải thuật, lập trình Python, tư duy phản biện, kiểm thử bảo mật, tự động hóa quy trình bằng điều khiển thông minh"
SV0804,"quay Tiktok chia sẻ kiến thức, lập kế hoạch học tập, sưu tầm đồ công nghệ, nghe podcast UX/UI, tìm hiểu Blockchain","chạy quảng cáo cơ bản, phân tích hành vi du lịch và giải trí, tạo dashboard KPI, vẽ quy trình BPMN, quản lý đơn hàng"
SV0805,"xây web cá nhân, âm nhạc, viết content cho mạng xã hội, nghe lo-fi khi code, chơi game mô phỏng (SimCity, Factorio...)","phân tích hành vi người dùng, tạo báo cáo với Power BI, vẽ biểu đồ với Matplotlib, xây dựng mô hình ML cơ bản, quản lý dự án sáng tạo"
SV0806,"làm video dạng slide ngắn, luyện kỹ năng phản biện, viết nhật ký phát triển bản thân, tham gia workshop chuyên ngành, viết truyện ngắn","vận hành hệ thống thương mại điện tử, phân tích rủi ro tài chính, tạo dashboard KPI, vẽ biểu đồ với Matplotlib, phân tích dữ liệu cho kinh doanh"
SV0807,"đọc sách, chơi game mô phỏng (SimCity, Factorio...), quay Tiktok chia sẻ kiến thức, nấu ăn, chụp ảnh sản phẩm","quản lý thời gian, định giá tài sản, lập kế hoạch thuế và khai thuế, phân tích hình ảnh và video trong truyền thông số, làm việc nhóm"
SV0808,"thể thao, chơi Rubik, học ngoại ngữ mới, chạy thử chatbot, cắm trại","xây dựng mô hình học máy nâng cao, lập trình Java, quản trị nhân lực hiện đại, quản lý mật khẩu an toàn, quản trị nông nghiệp và bền vững"
SV0809,"đọc sách self-help, follow các dev trên YouTube, học nhảy trên YouTube, sưu tầm đồ công nghệ, chơi Rubik","trình bày báo cáo, quản trị nhân lực hiện đại, viết nội dung marketing, phân tích hành vi du lịch và giải trí, chạy quảng cáo cơ bản"
SV0810,"làm video dạng slide ngắn, viết content cho mạng xã hội, chạy bộ Strava, viết truyện ngắn, xem phim","lập trình Java, quản lý đơn hàng, tích hợp tài chính công nghệ (FinTech), làm việc nhóm, tư duy phản biện"
SV0811,"xem phim, làm video dạng slide ngắn, nghe nhạc indie, quay Tiktok chia sẻ kiến thức, học nhảy trên YouTube","trình bày báo cáo, quản trị nông nghiệp và bền vững, phát hiện lỗ hổng OWASP, viết truy vấn SQL, làm việc với Git"
SV0812,"tập vẽ tay, follow các dev trên YouTube, thử dựng infographic, viết nhật ký phát triển bản thân, tìm hiểu Blockchain","thiết kế trải nghiệm sự kiện, ứng dụng trí tuệ nhân tạo trong kinh doanh, phát hiện lỗ hổng OWASP, xây dựng hệ thống an toàn thông tin doanh nghiệp, xây dựng mô hình ML cơ bản"
SV0813,"xem video TEDx, thử các quán cà phê mới, học ngoại ngữ mới, chơi game, âm nhạc","tích hợp tài chính công nghệ (FinTech), viết nội dung marketing, thiết kế trải nghiệm sự kiện, định giá tài sản, mã hóa dữ liệu cơ bản"
SV0814,"đọc sách self-help, làm đồ handmade, tìm hiểu AI, theo dõi các trang TechCrunch, Hacker News, nghe podcast UX/UI","thực hành CTF cơ bản, quản lý đổi mới sáng tạo trong doanh nghiệp, ứng dụng trí tuệ nhân tạo trong kinh doanh, chạy quảng cáo cơ bản, quản lý đơn hàng"
SV0815,"lập kế hoạch học tập, thiền và yoga, vẽ digital art, viết content cho mạng xã hội, cắm trại","tư duy phản biện, phân tích luật kinh tế và kinh doanh quốc tế, xây dựng mô hình học máy nâng cao, phân tích hành vi du lịch và giải trí, kiến trúc đô thị thông minh"
SV0816,"tự học SQL, chơi game giải đố, cắm trại, thiết kế CV cá nhân đẹp, chia sẻ kiến thức trên LinkedIn","lập trình Java, xử lý dữ liệu với Pandas, kiểm toán nội bộ và bên ngoài, tạo dashboard KPI, viết nội dung marketing"
SV0817,"trồng cây mini trong phòng, thiền và yoga, thiết kế CV cá nhân đẹp, thiết kế poster, tìm hiểu Blockchain","tạo dashboard KPI, viết tài liệu SRS, lập kế hoạch thuế và khai thuế, quản lý logistics và chuỗi cung ứng, phân tích hình ảnh và video trong truyền thông số"
SV0818,"luyện kỹ năng phản biện, tìm hiểu Blockchain, xem livestream hackathon, thiết kế CV cá nhân đẹp, làm video dạng slide ngắn","thiết kế truyền thông đa phương tiện, phát hiện lỗ hổng OWASP, thiết kế UI/UX cho website, ứng dụng trí tuệ nhân tạo trong kinh doanh, kiểm toán nội bộ và bên ngoài"
SV0819,"luyện kỹ năng phản biện, nấu ăn healthy, chạy bộ Strava, viết blog cá nhân, xem vlog du học ngành IT","lập trình Java, quản lý đổi mới sáng tạo trong doanh nghiệp, kế toán tài chính doanh nghiệp, phân tích luật kinh tế và kinh doanh quốc tế, kiểm thử bảo mật"
SV0820,"nghe podcast UX/UI, học kỹ năng nói trước đám đông, thiết kế poster, học ngoại ngữ mới, xem vlog du học ngành IT","xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích dữ liệu định lượng, quản lý đơn hàng, thiết kế truyền thông đa phương tiện, làm việc với Git"
SV0821,"xem phân tích case startup, nghe lo-fi khi code, xem video phân tích dữ liệu, đạp xe buổi chiều, đọc sách","quản trị nhân lực hiện đại, phân tích luật kinh tế và kinh doanh quốc tế, phân tích nghiệp vụ, tạo dashboard KPI, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0822,"trồng cây mini trong phòng, viết báo cáo kỹ thuật, học nhảy trên YouTube, chơi game mô phỏng (SimCity, Factorio...), follow fashion tech trends","lập trình Java, quản lý đơn hàng, thiết kế UI/UX cho website, vẽ biểu đồ với Matplotlib, quản trị nhân lực hiện đại"
SV0823,"chơi Rubik, âm nhạc, học kỹ năng nói trước đám đông, làm đồ handmade, lập kế hoạch học tập","quản trị nông nghiệp và bền vững, hiểu cấu trúc dữ liệu & giải thuật, xây dựng mô hình học máy nâng cao, phân tích hình ảnh và video trong truyền thông số, kế toán tài chính doanh nghiệp"
SV0824,"nấu ăn healthy, thiết kế poster, luyện kỹ năng phản biện, vọc Python, thiền và yoga","kiểm thử bảo mật, quản lý quỹ đầu tư, làm việc với Git, tạo báo cáo với Power BI, hiểu cấu trúc dữ liệu & giải thuật"
SV0825,"xem phim sci-fi, đọc sách self-help, chơi game giải đố, vẽ digital art, âm nhạc","làm việc với Git, vận hành hệ thống thương mại điện tử, tư duy phản biện, giao dịch chứng khoán, thực hành CTF cơ bản"
SV0826,"chơi game mô phỏng (SimCity, Factorio...), thiền và yoga, nghe nhạc indie, luyện kỹ năng phản biện, nghe podcast UX/UI","hiểu cấu trúc dữ liệu & giải thuật, thiết kế UI/UX cho website, quản lý đổi mới sáng tạo trong doanh nghiệp, tạo báo cáo với Power BI, làm việc với Git"
SV0827,"vẽ giao diện app, tập vẽ tay, vẽ tranh, xem livestream hackathon, đọc sách self-help","phân tích dữ liệu cho kinh doanh, xử lý dữ liệu với Pandas, lập kế hoạch thuế và khai thuế, quản lý quỹ đầu tư, thực hành CTF cơ bản"
SV0828,"viết blog công nghệ, đọc sách self-help, sưu tầm đồ công nghệ, tập gym, học nhảy trên YouTube","kế toán tài chính doanh nghiệp, ứng dụng trí tuệ nhân tạo trong kinh doanh, phân tích dữ liệu định lượng, làm việc với Git, viết truy vấn SQL"
SV0829,"trồng cây mini trong phòng, cắm trại, xem phim, tự học SQL, lập kế hoạch học tập","viết báo cáo, thiết kế trải nghiệm sự kiện, phân tích dữ liệu định lượng, quản lý logistics và chuỗi cung ứng, vận hành hệ thống thương mại điện tử"
SV0830,"thiền và yoga, thể thao, nấu ăn healthy, xem video phân tích dữ liệu, chơi Rubik","phân tích dữ liệu định lượng, viết báo cáo, phân tích hình ảnh và video trong truyền thông số, thiết kế truyền thông đa phương tiện, quản lý quỹ đầu tư"
SV0831,"chơi game mô phỏng (SimCity, Factorio...), thiết kế poster, viết nhật ký phát triển bản thân, đạp xe buổi chiều, xem video TEDx","phân tích log hệ thống, quản lý mật khẩu an toàn, xây dựng mô hình học máy nâng cao, mã hóa dữ liệu cơ bản, giao dịch chứng khoán"
SV0832,"xem vlog du học ngành IT, học nhảy trên YouTube, vẽ digital art, thiết kế poster, vọc Python","xây dựng hệ thống hỗ trợ ra quyết định, phân tích dữ liệu cho kinh doanh, phân tích rủi ro tài chính, mã hóa dữ liệu cơ bản, hiểu cấu trúc dữ liệu & giải thuật"
SV0833,"follow các dev trên YouTube, xem vlog du học ngành IT, xem phim sci-fi, sưu tầm đồ công nghệ, viết content cho mạng xã hội","tạo báo cáo với Power BI, quản lý dự án sáng tạo, quản lý mật khẩu an toàn, phân tích hình ảnh và video trong truyền thông số, phân tích rủi ro tài chính"
